"name","area"
"Березка с/о","((57.2132395699301,65.5776920397227),(57.2121335069929,65.5793013651316),(57.2120054343978,65.5790653307383),(57.210945907634,65.580631740803),(57.2139730459393,65.5877771456186),(57.2152653252181,65.5865540583079),(57.2167554647513,65.5849232752268),(57.2132395699301,65.5776920397227))"
"Березка с/о.","((57.3721994917829,65.8214653806815),(57.372019812183,65.8157254533897),(57.368408644286,65.8159293012748),(57.3675333315616,65.8208752946983),(57.3678811404524,65.8292652444969),(57.3723675783618,65.8286429720053),(57.3721994917829,65.8214653806815))"
"Березка-3 с/о","((57.2467832656591,65.6391856166122),(57.2465273614935,65.6413742991683),(57.2463877766514,65.6418034526107),(57.2493654715173,65.6561800929305),(57.2590375958373,65.6574675532577),(57.2656572004806,65.6418041422953),(57.2467832656591,65.6391856166122))"
"Березка-4 с/о","((56.930917679119,65.7299827512264),(56.9333343655489,65.7282661374569),(56.9361966451405,65.7380508359432),(56.9351761035187,65.7393168385982),(56.9335924489689,65.7400678571224),(56.9317858272912,65.7339309628963),(56.930917679119,65.7299827512264))"
"Березняки с/о","((57.229151124607,65.4916118046056),(57.2276847636762,65.4959462543736),(57.2293605999447,65.4980491062413),(57.2295060682372,65.5004738231908),(57.2284034041999,65.5035529991399),(57.2286041555539,65.5058167835485),(57.2290347488714,65.5063746830236),(57.2294710859077,65.5052633379407),(57.2297038341993,65.5046839807935),(57.2306231755358,65.5033536051221),(57.2313446678136,65.5021734331555),(57.2318450492974,65.501164922566),(57.232578154039,65.5000491236158),(57.2345737266327,65.4977997556671),(57.229151124607,65.4916118046056))"
"Березняки-2 с/о","((57.2322153865479,65.5279642267087),(57.2298879963959,65.526397816644),(57.2287707967273,65.5313974542477),(57.227863046995,65.5307000799038),(57.225007271391,65.5348407400706),(57.2241358010101,65.5357171518662),(57.2228154621787,65.5367990879276),(57.2215649157143,65.5373660398581),(57.2212753706823,65.5384570283749),(57.2285845934928,65.5444222612241),(57.2326343011255,65.5287152452329),(57.2322153865479,65.5279642267087))"
"Березняковский п.","((57.2232155595247,65.4997717568292),(57.2227179703992,65.4992192217721),(57.2215219830264,65.5011557766809),(57.218870884387,65.5059032866373),(57.2181971663887,65.5068179199114),(57.2150896095903,65.5030266174688),(57.2141584191589,65.5104633772386),(57.2130874937298,65.5212475338592),(57.2131168731787,65.5240019948794),(57.2132187915405,65.5264351775511),(57.213176609833,65.5298833667873),(57.2136001301791,65.5310141274346),(57.2140687369384,65.5324464270486),(57.2147934648343,65.5334924885643),(57.2155181784342,65.5345385500802),(57.2212237075656,65.5384948083771),(57.2214688755916,65.5372757443799),(57.2227150604986,65.5367004105462),(57.2242048980042,65.5354987809076),(57.225054543909,65.5345761010065),(57.2278419428477,65.5305742451562),(57.2287118706115,65.5312769839181),(57.2298145254063,65.5262290665521),(57.2323513785052,65.5279242226495),(57.2326888365846,65.5288576313866),(57.2329739280644,65.5286376902475),(57.2345360737375,65.5223908254517),(57.2352705792334,65.5206406840695),(57.2392679224259,65.5143153646601),(57.2422245855728,65.5099781945132),(57.2424887794466,65.5094561886686),(57.2416902010117,65.5077789793864),(57.2375859934778,65.5080785581482),(57.2361192420344,65.5098179706944),(57.2346178881889,65.5088852325095),(57.2332066541469,65.5091594883813),(57.2310218798396,65.5091326662911),(57.2285562161599,65.5058362314118),(57.2281387098322,65.5009090134515),(57.2268468831443,65.4984199234856),(57.2246530013621,65.5039560028924),(57.2232504778108,65.5025827118769),(57.2232155595247,65.4997717568292))"
"Березов Яр","((57.5731652758194,67.0998102692127),(57.5707442359219,67.0895535019398),(57.5657863640699,67.0902401474476),(57.5641489644989,67.0936733749867),(57.568922585021,67.108135845995),(57.5712745727699,67.1022135284901),(57.5731652758194,67.0998102692127))"
"Беркут","((56.7502332358227,66.0688922316979),(56.7476064383058,66.0588232190559),(56.746299970772,66.0520157725761),(56.7471105313024,66.050020209069),(56.7451474708458,66.0439691455314),(56.7419757021143,66.0469732196282),(56.7404427807309,66.0425100238274),(56.7391692290582,66.0428533465813),(56.73596157357,66.0462007434319),(56.7353011397858,66.0507068545769),(56.7369522023881,66.0581955821465),(56.7382965852869,66.0606524856041),(56.7398649709763,66.0593918473671),(56.7423471313019,66.062795570607),(56.7451916850493,66.0711922259281),(56.7500166149056,66.0777864367913),(56.7502332358227,66.0688922316979))"
"БЖ мкр","((54.8905966429004,69.1369639389352),(54.8929960926483,69.1339598648385),(54.8942823364949,69.136019801362),(54.8974730325239,69.1364918701486),(54.8972257008248,69.1420708648996),(54.8904976934368,69.141427134736),(54.8905966429004,69.1369639389352))"
"Бирюсинка с/о","((57.2264324327997,65.6387492309981),(57.2268499585385,65.6348519812994),(57.2236696604237,65.6338273774556),(57.2235692590736,65.6338665360261),(57.2231196752249,65.6367595649884),(57.2263291417363,65.6392561685019),(57.2264324327997,65.6387492309981))"
"Битюки","((56.3881059198155,65.3258995423581),(56.3877012246561,65.3258995423581),(56.3873798460122,65.3261355767514),(56.3866180487196,65.3260282883908),(56.3854991312066,65.3267578492429),(56.3847611037183,65.3293756852414),(56.3841778137703,65.3334955582883),(56.3842849493311,65.3351477990415),(56.3847730075014,65.3355769524838),(56.3855705524596,65.3354482064511),(56.3861776276802,65.3341392884519),(56.3864871132691,65.334890306976),(56.3869751431056,65.3363708863523),(56.3879987950464,65.3358988175656),(56.3880583088444,65.3351263413693),(56.3894390027415,65.3347615609433),(56.389510416576,65.3333668122556),(56.3908791557482,65.333259523895),(56.3908791557482,65.3320364365842),(56.3896294393346,65.3317145715024),(56.3895937325462,65.3305343995358),(56.3902840578301,65.3297404656675),(56.3905697059961,65.3296331773068),(56.3917003755404,65.3271655450131),(56.391902702324,65.3260497460629),(56.3932951573784,65.3249983201291),(56.393890208047,65.3248695740964),(56.395389694318,65.3237752328183),(56.3965559204227,65.3225521455075),(56.3961156147817,65.3202347169187),(56.3916400862283,65.3228966408364),(56.3911878217368,65.3241841011636),(56.3907474537599,65.3248492889993),(56.389795289302,65.3224245720498),(56.3888311984325,65.3235832863442),(56.3881059198155,65.3258995423581))"
"Бобылево","((56.5351319703735,65.105042563102),(56.539257826448,65.0910521608803),(56.5336617286732,65.0863314730142),(56.5307922209572,65.0967169863198),(56.5255032175175,65.1072741610025),(56.5276378821331,65.1095915895913),(56.5351319703735,65.105042563102))"
"Богандинский","((56.8750961429232,65.9117267045135),(56.8862640813794,65.9025349353468),(56.8887931765028,65.9110711461005),(56.8945204034272,65.9173991880007),(56.9049430729475,65.9048444784361),(56.8993835683219,65.8816574397379),(56.8957580203339,65.8792478040559),(56.8954874946463,65.8758138561488),(56.8936198658806,65.8722082468648),(56.8910587907428,65.8627654303966),(56.8805099060702,65.8522068149781),(56.8795926947413,65.8467122101798),(56.8770515321432,65.8473072620559),(56.8756346543363,65.8303012598508),(56.8746807235071,65.8302782080775),(56.8730547927762,65.8324637024314),(56.8696443226814,65.854368403985),(56.8639300212754,65.8561887244351),(56.865428824075,65.866953312479),(56.8752885466192,65.8714880122483),(56.8753603387519,65.8807290731639),(56.8703338455407,65.8902848033936),(56.8750961429232,65.9117267045135))"
"Богандинское (Килки)","((56.9571712504611,65.8302912147415),(56.9562861097099,65.8283600242507),(56.9567140280746,65.8269438178909),(56.9557438773062,65.8264717491042),(56.9550946534932,65.827694836415),(56.9547916540619,65.8279791505706),(56.9548169346326,65.8292076022994),(56.9536228664909,65.8296635778319),(56.9524043937609,65.8284753592384),(56.9513144029438,65.8293403716457),(56.950394174423,65.8279704333913),(56.9506141455043,65.825096781708),(56.9494739231025,65.8220943839919),(56.9526515357243,65.8192834289443),(56.9529270723515,65.817427340306),(56.9543076559063,65.815447870053),(56.9572254719699,65.8154022724998),(56.9586374015682,65.8174823255908),(56.9592052356558,65.8193048866165),(56.9589707761808,65.821922722615),(56.9601899492357,65.8252915771377),(56.959322464821,65.8269760043991),(56.9583025585667,65.8277753026855),(56.957933275254,65.8286899359595),(56.9578922435551,65.8304628761185),(56.9571712504611,65.8302912147415))"
"Большая Заморозовка","((57.6964474718273,65.4833831816869),(57.6956891797617,65.483597758408),(57.695941945554,65.4895200759129),(57.6942644667303,65.4897775679784),(57.6939427495521,65.4906358748632),(57.6939172876832,65.4964419350485),(57.6926303893836,65.4964633927207),(57.6925614471083,65.4995318398337),(57.6939057977229,65.4995103821615),(57.6937564279052,65.504102323995),(57.6940321870857,65.5048748001914),(57.6956752085256,65.5028792366843),(57.6959394637323,65.5043383583884),(57.6976216233371,65.5040966897206),(57.697587156983,65.5037962823109),(57.6976560896582,65.5033456711964),(57.6977709771575,65.5026375680165),(57.6977709771575,65.5019509225087),(57.6976790671873,65.501478853722),(57.6969437789983,65.5015217690663),(57.6969782459668,65.4982387452321),(57.6968518669213,65.4951059251026),(57.6964727271288,65.4951488404469),(57.6964037921851,65.4924022584157),(57.6968518669213,65.4922735123829),(57.6964474718273,65.4833831816869))"
"Большие Акияры","((56.946250087994,65.3930508819771),(56.948366756159,65.3820109096718),(56.9502956921563,65.3733741966439),(56.9550091445153,65.3621732917977),(56.957682179914,65.3644907203866),(56.957025662728,65.3689539161873),(56.9574008168194,65.370327207203),(56.9571194516015,65.3746187416268),(56.9491465508788,65.3972780433846),(56.946250087994,65.3930508819771))"
"Большой Тараскуль","((57.0089331301083,65.4595730231134),(57.0092228828161,65.4561066032378),(57.0086697165609,65.4529835061161),(57.0086170336225,65.4521875605909),(57.0085584969453,65.4514110610811),(57.0083711789631,65.4507163689463),(57.0079497100229,65.4491553232996),(57.0078092193018,65.447787396702),(57.0074814055728,65.4463336394159),(57.0082072749549,65.4457328245966),(57.0092023953354,65.4469344542353),(57.0099662784209,65.4473850653498),(57.0102311460865,65.4476532862513),(57.0104572332827,65.448323838505),(57.0109642782112,65.4489085600702),(57.0114237588117,65.4496810362666),(57.0119534714195,65.4511401579707),(57.0119300588604,65.4530498907892),(57.0124451315751,65.4541764185755),(57.0124919560122,65.4569283650248),(57.0128899613378,65.4580897615282),(57.0130421387145,65.4590566978781),(57.0134225794212,65.4591539279549),(57.013893735188,65.4607045800416),(57.0139654322718,65.4619948902158),(57.0128541117611,65.4618675691067),(57.0101506616648,65.4619119093744),(57.0089331301083,65.4595730231134))"
"Большой Хутор","((57.6105007683067,65.7385827098949),(57.6114406819167,65.7411860760279),(57.612679983447,65.7435319500956),(57.6126684676349,65.7475016194376),(57.6137739688908,65.7485101300272),(57.6140233690768,65.7474847813973),(57.6154717490154,65.7438649856944),(57.6111073304247,65.7338013374705),(57.6100374436657,65.7298783770736),(57.6110739274005,65.7278398982222),(57.6102908090965,65.7259087077316),(57.6084941795722,65.7275394908126),(57.6078376965468,65.7307366839583),(57.6079643871802,65.7349423876937),(57.6085978336988,65.7376675120528),(57.609139133761,65.7380966654952),(57.6093579548855,65.7373241892989),(57.6105007683067,65.7385827098949))"
"Бор д.","((57.3655637407507,67.1699882769638),(57.3665875583206,67.1703102258646),(57.3677516483273,67.1705821348036),(57.3682349539679,67.1710414630974),(57.3688899787258,67.1702850801551),(57.3691334362784,67.1677638036812),(57.3683334982742,67.1640516264045),(57.3675567301528,67.1634722692573),(57.3648784925233,67.1652747137153),(57.3649538568795,67.1661973936165),(57.3640784614143,67.1667338354195),(57.3644850011306,67.1697419328296),(57.3655637407507,67.1699882769638))"
"Борки","((57.1813647553995,66.0423363109695),(57.1795120607524,66.0468304747804),(57.1779796880465,66.0434127312463),(57.1682154900844,66.0550076161932),(57.1691611559336,66.0598609210934),(57.1695407284353,66.0640900180015),(57.16954401084,66.0688653177983),(57.1690327656525,66.0755445021206),(57.1681484954329,66.0822236864429),(57.1693607899452,66.0847986070972),(57.1729040621578,66.0850895041688),(57.1748853562649,66.0830462701485),(57.1762022857512,66.0785055949108),(57.179144867897,66.0742611514569),(57.1808491284844,66.0681048873716),(57.1829130774983,66.07060575008),(57.1851633349922,66.0717333217727),(57.1918271219386,66.050514121043),(57.1813647553995,66.0423363109695))"
"Борковское с/о","((57.1495183852516,66.1475098889308),(57.1477456020462,66.1397851269679),(57.1434532474349,66.1327470105128),(57.1390204000987,66.1405576031642),(57.1443864105354,66.1559212964015),(57.1495183852516,66.1475098889308))"
"Боровик с/o","((57.0169257085995,65.707117090079),(57.0168964468475,65.7019136045902),(57.0171890634557,65.7018921469182),(57.0175402003079,65.701870689246),(57.0177808834855,65.7018793764987),(57.0179981563903,65.7033686431277),(57.0203053269344,65.703192898584),(57.0203623619912,65.7054178508149),(57.0203707689267,65.7059365379464),(57.0202855468828,65.7065839711108),(57.0202789535426,65.7074067686526),(57.0200640813788,65.7084032931207),(57.0196385393947,65.7079621535567),(57.0192321943548,65.7078952659695),(57.0189077734594,65.7080644127755),(57.0187003913131,65.7083837632863),(57.0185731085853,65.7086526547401),(57.0182249075994,65.7086754535167),(57.0171773588202,65.7097081039875),(57.0169666750274,65.7098207567661),(57.0169257085995,65.707117090079))"
"Боровлянка","((56.5302529223857,68.2769888926387),(56.530161948483,68.2767399501145),(56.530023541755,68.2769201610327),(56.5301261888309,68.2761218685747),(56.52970318471,68.275787095362),(56.5296339805625,68.2762956254273),(56.5290148664638,68.275221128305),(56.5287040664881,68.2749620227233),(56.5292055744311,68.2744561539121),(56.5288058370382,68.2721907559873),(56.5285442069774,68.2675478521825),(56.5278675179744,68.2676685515881),(56.5275291689215,68.2682009700776),(56.5271196624497,68.2682827774526),(56.5271900756504,68.2702702943326),(56.5243434249196,68.2702448133469),(56.5242957997792,68.265897623086),(56.5238553107966,68.2658902470113),(56.5237248494426,68.2744304005148),(56.52292113093,68.2739358682276),(56.5219276244688,68.2741065237762),(56.5219897078015,68.2754144359471),(56.5226374996401,68.2754675772132),(56.5227597643454,68.2769747272224),(56.5254004511257,68.2769450971947),(56.5253331732191,68.2755355334931),(56.5274342103776,68.2755173971502),(56.5278976775222,68.2768065181419),(56.5288583449313,68.2777709320627),(56.5292793775345,68.2782102236789),(56.5300324353868,68.2785636846067),(56.53038743737,68.2773151163102),(56.5302529223857,68.2769888926387))"
